Date,Time,Visitor,G,Home,G,,Att.,LOG,Notes
2024-12-31,8:00 PM,Philadelphia Flyers,4,San Jose Sharks,0,,14816,2:25,
2024-12-31,1:00 PM,New York Islanders,1,Toronto Maple Leafs,3,,18933,2:29,
2024-12-31,3:00 PM,Montreal Canadiens,3,Vegas Golden Knights,2,,17925,2:23,
2024-12-31,12:30 PM,Boston Bruins,1,Washington Capitals,3,,18573,2:38,
2025-01-01,6:00 PM,New Jersey Devils,0,Los Angeles Kings,3,,18145,2:29,
2025-01-02,7:00 PM,Detroit Red Wings,5,Columbus Blue Jackets,4,,18370,2:22,
2025-01-02,9:00 PM,Utah Hockey Club,5,Calgary Flames,3,,17160,2:28,
2025-01-02,9:00 PM,Buffalo Sabres,5,Colorado Avalanche,6,OT,18081,2:46,
2025-01-02,8:00 PM,Ottawa Senators,2,Dallas Stars,4,,18532,2:31,
2025-01-02,7:00 PM,Carolina Hurricanes,3,Florida Panthers,1,,19434,2:43,
2025-01-02,7:30 PM,Toronto Maple Leafs,2,New York Islanders,1,,17255,2:27,
2025-01-02,7:00 PM,Boston Bruins,1,New York Rangers,2,,18006,2:33,
2025-01-02,10:00 PM,Vancouver Canucks,4,Seattle Kraken,3,SO,17151,2:40,
2025-01-02,10:30 PM,Tampa Bay Lightning,1,San Jose Sharks,2,,11103,2:18,
2025-01-02,10:00 PM,Philadelphia Flyers,2,Vegas Golden Knights,5,,17909,2:23,
2025-01-02,8:00 PM,Anaheim Ducks,4,Winnipeg Jets,3,OT,15225,2:25,
2025-01-02,7:00 PM,Minnesota Wild,4,Washington Capitals,3,SO,18573,2:37,
2025-01-03,8:00 PM,Montreal Canadiens,2,Chicago Blackhawks,4,,19620,2:25,
2025-01-03,9:00 PM,Anaheim Ducks,2,Edmonton Oilers,3,,18347,2:23,
2025-01-03,7:00 PM,Pittsburgh Penguins,2,Florida Panthers,3,SO,19543,2:42,
2025-01-03,8:00 PM,Ottawa Senators,0,St. Louis Blues,4,,18096,2:26,
2025-01-03,10:00 PM,Nashville Predators,3,Vancouver Canucks,0,,18894,2:24,
2025-01-04,7:00 PM,Minnesota Wild,4,Carolina Hurricanes,0,,18903,2:32,
2025-01-04,7:00 PM,St. Louis Blues,4,Columbus Blue Jackets,6,,18535,2:29,
2025-01-04,10:00 PM,Nashville Predators,4,Calgary Flames,1,,17893,2:34,
2025-01-04,7:00 PM,Montreal Canadiens,2,Colorado Avalanche,1,SO,18087,2:38,
2025-01-04,8:00 PM,Utah Hockey Club,2,Dallas Stars,3,OT,18532,2:25,
2025-01-04,9:00 PM,Tampa Bay Lightning,1,Los Angeles Kings,2,,18145,2:31,
2025-01-04,10:00 PM,Edmonton Oilers,4,Seattle Kraken,2,,17151,2:26,
2025-01-04,4:00 PM,New Jersey Devils,2,San Jose Sharks,3,,17435,2:30,
2025-01-04,7:00 PM,Boston Bruins,4,Toronto Maple Leafs,6,,18996,2:31,
2025-01-04,10:00 PM,Buffalo Sabres,1,Vegas Golden Knights,3,,18111,2:24,
2025-01-04,7:00 PM,Detroit Red Wings,4,Winnipeg Jets,2,,14527,2:17,
2025-01-04,12:00 PM,New York Rangers,4,Washington Capitals,7,,18573,2:45,
2025-01-05,8:00 PM,Tampa Bay Lightning,1,Anaheim Ducks,4,,14208,2:25,
2025-01-05,6:00 PM,New York Islanders,5,Boston Bruins,4,OT,17850,2:35,
2025-01-05,6:00 PM,Pittsburgh Penguins,3,Carolina Hurricanes,4,OT,18891,2:33,
2025-01-05,3:00 PM,New York Rangers,6,Chicago Blackhawks,2,,18819,2:31,
2025-01-05,7:00 PM,Philadelphia Flyers,2,Toronto Maple Leafs,3,OT,18554,2:32,
2025-01-06,7:00 PM,Washington Capitals,3,Buffalo Sabres,4,SO,15548,2:47,
2025-01-06,9:00 PM,Florida Panthers,1,Colorado Avalanche,3,,18024,2:30,
2025-01-06,7:30 PM,Vancouver Canucks,4,Montreal Canadiens,5,OT,21105,2:26,
2025-01-06,10:00 PM,New Jersey Devils,3,Seattle Kraken,2,,17151,2:30,
2025-01-07,10:00 PM,Calgary Flames,3,Anaheim Ducks,2,OT,17396,2:31,
2025-01-07,7:00 PM,Edmonton Oilers,4,Boston Bruins,0,,17850,2:19,
2025-01-07,7:00 PM,Ottawa Senators,2,Detroit Red Wings,3,OT,19515,2:33,
2025-01-07,8:00 PM,St. Louis Blues,4,Minnesota Wild,6,,18464,2:24,
2025-01-07,7:00 PM,Dallas Stars,5,New York Rangers,4,OT,17528,2:30,
2025-01-07,7:30 PM,Toronto Maple Leafs,3,Philadelphia Flyers,2,,18058,2:32,
2025-01-07,7:00 PM,Columbus Blue Jackets,4,Pittsburgh Penguins,3,SO,16060,2:34,
2025-01-07,10:30 PM,Vegas Golden Knights,4,San Jose Sharks,2,,10802,2:20,
2025-01-07,7:00 PM,Carolina Hurricanes,2,Tampa Bay Lightning,3,,19092,2:41,
2025-01-07,8:00 PM,Nashville Predators,2,Winnipeg Jets,5,,13105,2:27,
2025-01-08,7:30 PM,Colorado Avalanche,1,Chicago Blackhawks,3,,17667,2:26,
2025-01-08,10:00 PM,Florida Panthers,4,Utah Hockey Club,1,,11131,2:30,
2025-01-08,7:30 PM,Vancouver Canucks,1,Washington Capitals,2,OT,17941,2:39,
2025-01-09,7:30 PM,Toronto Maple Leafs,3,Carolina Hurricanes,6,,18750,2:26,
2025-01-09,7:00 PM,Seattle Kraken,2,Columbus Blue Jackets,6,,15497,2:21,
2025-01-09,8:00 PM,Colorado Avalanche,6,Minnesota Wild,1,,18979,2:25,
2025-01-09,7:00 PM,New Jersey Devils,2,New York Rangers,3,OT,18006,2:29,
2025-01-09,7:00 PM,Buffalo Sabres,4,Ottawa Senators,0,,16276,2:29,
2025-01-09,7:00 PM,Dallas Stars,4,Philadelphia Flyers,1,,17941,2:23,
2025-01-09,7:00 PM,Edmonton Oilers,3,Pittsburgh Penguins,5,,17004,2:29,
2025-01-09,8:00 PM,Anaheim Ducks,2,St. Louis Blues,6,,17176,2:23,
2025-01-09,7:00 PM,Boston Bruins,1,Tampa Bay Lightning,4,,19092,2:44,
2025-01-09,10:00 PM,New York Islanders,4,Vegas Golden Knights,0,,17713,2:20,
2025-01-10,7:00 PM,Vancouver Canucks,0,Carolina Hurricanes,2,,18700,2:29,
2025-01-10,7:00 PM,Chicago Blackhawks,3,Detroit Red Wings,5,,19515,2:20,
2025-01-10,9:00 PM,San Jose Sharks,1,Utah Hockey Club,2,,11131,2:28,
2025-01-10,8:00 PM,Los Angeles Kings,2,Winnipeg Jets,1,OT,14218,2:30,
2025-01-10,7:00 PM,Montreal Canadiens,3,Washington Capitals,2,OT,18573,2:30,
2025-01-11,4:00 PM,Seattle Kraken,6,Buffalo Sabres,2,,16759,2:32,
2025-01-11,10:00 PM,Los Angeles Kings,1,Calgary Flames,2,,18446,2:27,
2025-01-11,7:00 PM,Edmonton Oilers,4,Chicago Blackhawks,3,,19387,2:24,
2025-01-11,1:00 PM,Boston Bruins,4,Florida Panthers,3,OT,19687,2:51,
2025-01-11,7:00 PM,Dallas Stars,2,Montreal Canadiens,1,SO,21105,2:45,
2025-01-11,7:00 PM,Tampa Bay Lightning,2,New Jersey Devils,3,OT,16514,2:30,
2025-01-11,8:00 PM,Washington Capitals,4,Nashville Predators,1,,17159,2:28,
2025-01-11,7:00 PM,Anaheim Ducks,0,Philadelphia Flyers,6,,19154,2:40,
2025-01-11,4:00 PM,Ottawa Senators,5,Pittsburgh Penguins,0,,18043,2:29,
2025-01-11,10:00 PM,Minnesota Wild,3,San Jose Sharks,1,,17435,2:22,
2025-01-11,7:00 PM,Columbus Blue Jackets,2,St. Louis Blues,1,,17591,2:21,
2025-01-11,7:00 PM,Vancouver Canucks,3,Toronto Maple Leafs,0,,19104,2:18,
2025-01-11,9:00 PM,New York Islanders,2,Utah Hockey Club,1,,11131,2:28,
2025-01-11,10:00 PM,New York Rangers,2,Vegas Golden Knights,1,,18144,2:31,
2025-01-11,7:00 PM,Colorado Avalanche,0,Winnipeg Jets,3,,14782,2:16,
2025-01-12,5:00 PM,Anaheim Ducks,3,Carolina Hurricanes,2,OT,18897,2:39,
2025-01-12,3:00 PM,Seattle Kraken,2,Detroit Red Wings,6,,19515,2:30,
2025-01-12,5:00 PM,Dallas Stars,2,Ottawa Senators,3,,17653,2:31,
2025-01-12,5:00 PM,Tampa Bay Lightning,5,Pittsburgh Penguins,2,,17352,2:21,
2025-01-12,8:00 PM,Minnesota Wild,1,Vegas Golden Knights,4,,17921,2:25,
2025-01-13,7:30 PM,Calgary Flames,5,Chicago Blackhawks,2,,15966,2:26,
2025-01-13,9:30 PM,Los Angeles Kings,0,Edmonton Oilers,1,,18347,2:33,
2025-01-13,7:00 PM,Florida Panthers,3,Philadelphia Flyers,4,,19293,2:32,
2025-01-14,7:00 PM,Tampa Bay Lightning,2,Boston Bruins,6,,17850,2:53,
2025-01-14,7:00 PM,Philadelphia Flyers,2,Columbus Blue Jackets,3,SO,15018,2:34,
2025-01-14,9:00 PM,New York Rangers,2,Colorado Avalanche,3,OT,18037,2:35,
2025-01-14,7:00 PM,San Jose Sharks,6,Detroit Red Wings,3,,19515,2:22,
2025-01-14,7:30 PM,Florida Panthers,2,New Jersey Devils,1,SO,16514,2:43,
2025-01-14,8:00 PM,Vegas Golden Knights,3,Nashville Predators,5,,17159,2:27,
2025-01-14,7:30 PM,Ottawa Senators,2,New York Islanders,0,,15101,2:33,
2025-01-14,7:00 PM,Seattle Kraken,4,Pittsburgh Penguins,2,,16314,2:23,
2025-01-14,8:00 PM,Calgary Flames,1,St. Louis Blues,2,,16992,2:21,
2025-01-14,7:00 PM,Dallas Stars,4,Toronto Maple Leafs,1,,18535,2:22,
2025-01-14,9:00 PM,Montreal Canadiens,5,Utah Hockey Club,3,,11131,2:36,
2025-01-14,8:00 PM,Vancouver Canucks,1,Winnipeg Jets,6,,14050,2:21,
2025-01-14,7:00 PM,Anaheim Ducks,0,Washington Capitals,3,,18573,2:16,
2025-01-15,6:00 PM,Carolina Hurricanes,2,Buffalo Sabres,4,,13449,2:21,
2025-01-15,8:30 PM,Edmonton Oilers,5,Minnesota Wild,3,,18212,2:30,
2025-01-16,7:00 PM,San Jose Sharks,1,Columbus Blue Jackets,4,,15943,2:20,
2025-01-16,9:30 PM,Edmonton Oilers,4,Colorado Avalanche,3,,18054,2:20,
2025-01-16,8:00 PM,Montreal Canadiens,3,Dallas Stars,1,,18532,2:30,
2025-01-16,7:00 PM,Detroit Red Wings,5,Florida Panthers,2,,19486,2:26,
2025-01-16,8:00 PM,Chicago Blackhawks,2,Nashville Predators,3,SO,17159,2:45,
2025-01-16,7:30 PM,Philadelphia Flyers,5,New York Islanders,3,,15761,2:32,
2025-01-16,7:00 PM,Washington Capitals,1,Ottawa Senators,0,OT,17242,2:23,
2025-01-16,8:00 PM,Calgary Flames,1,St. Louis Blues,4,,17456,2:32,
2025-01-16,7:00 PM,Anaheim Ducks,3,Tampa Bay Lightning,4,SO,19092,2:42,
2025-01-16,7:00 PM,New Jersey Devils,3,Toronto Maple Leafs,4,OT,18577,2:35,
2025-01-16,9:00 PM,New York Rangers,5,Utah Hockey Club,3,,11131,2:38,
2025-01-16,10:00 PM,Los Angeles Kings,5,Vancouver Canucks,1,,18913,2:31,
2025-01-16,8:00 PM,Seattle Kraken,1,Winnipeg Jets,2,,13959,2:22,
2025-01-17,7:00 PM,Pittsburgh Penguins,5,Buffalo Sabres,2,,19070,2:28,
2025-01-17,7:00 PM,Vegas Golden Knights,2,Carolina Hurricanes,3,,18825,2:33,
2025-01-18,8:00 PM,Vegas Golden Knights,3,Chicago Blackhawks,5,,19340,2:33,
2025-01-18,4:00 PM,Dallas Stars,3,Colorado Avalanche,6,,18055,2:35,
2025-01-18,6:00 PM,Anaheim Ducks,0,Florida Panthers,3,,19395,2:25,
2025-01-18,7:00 PM,Toronto Maple Leafs,7,Montreal Canadiens,3,,21105,2:39,
2025-01-18,12:30 PM,Philadelphia Flyers,3,New Jersey Devils,1,,16514,2:19,
2025-01-18,8:00 PM,Minnesota Wild,2,Nashville Predators,6,,17615,2:39,
2025-01-18,7:30 PM,San Jose Sharks,1,New York Islanders,4,,17255,2:21,
2025-01-18,7:00 PM,Columbus Blue Jackets,0,New York Rangers,1,SO,18006,2:28,
2025-01-18,3:00 PM,Boston Bruins,5,Ottawa Senators,6,SO,18768,2:56,
2025-01-18,10:00 PM,Los Angeles Kings,2,Seattle Kraken,4,,17151,2:24,
2025-01-18,7:00 PM,Detroit Red Wings,1,Tampa Bay Lightning,5,,19092,2:34,
2025-01-18,9:00 PM,St. Louis Blues,2,Utah Hockey Club,4,,11131,2:29,
2025-01-18,10:00 PM,Edmonton Oilers,2,Vancouver Canucks,3,,18965,2:30,
2025-01-18,7:00 PM,Calgary Flames,3,Winnipeg Jets,1,,15225,2:20,
2025-01-18,7:00 PM,Pittsburgh Penguins,1,Washington Capitals,4,,18573,2:28,
2025-01-19,8:00 PM,Detroit Red Wings,1,Dallas Stars,4,,18532,2:28,
2025-01-19,7:00 PM,New York Rangers,4,Montreal Canadiens,5,OT,21105,2:42,
2025-01-19,1:00 PM,Ottawa Senators,2,New Jersey Devils,1,,16514,2:18,
2025-01-20,1:00 PM,San Jose Sharks,3,Boston Bruins,6,,17850,2:30,
2025-01-20,8:30 PM,Carolina Hurricanes,4,Chicago Blackhawks,3,OT,15831,2:33,
2025-01-20,3:00 PM,Minnesota Wild,3,Colorado Avalanche,1,,18072,2:33,
2025-01-20,10:30 PM,Pittsburgh Penguins,5,Los Angeles Kings,1,,18145,2:27,
2025-01-20,7:30 PM,Columbus Blue Jackets,1,New York Islanders,3,,14551,2:22,
2025-01-20,4:00 PM,Buffalo Sabres,4,Seattle Kraken,6,,17151,2:23,
2025-01-20,7:30 PM,Tampa Bay Lightning,3,Toronto Maple Leafs,5,,19123,2:33,
2025-01-20,9:30 PM,Winnipeg Jets,2,Utah Hockey Club,5,,11131,2:29,
2025-01-20,6:00 PM,St. Louis Blues,5,Vegas Golden Knights,4,SO,17879,2:48,
2025-01-21,10:00 PM,Florida Panthers,5,Anaheim Ducks,2,,14694,2:26,
2025-01-21,8:00 PM,Carolina Hurricanes,2,Dallas Stars,1,,18532,2:23,
2025-01-21,9:00 PM,Washington Capitals,3,Edmonton Oilers,2,,18347,2:22,
2025-01-21,7:00 PM,Tampa Bay Lightning,2,Montreal Canadiens,3,,21105,2:30,
2025-01-21,8:00 PM,San Jose Sharks,5,Nashville Predators,7,,17159,2:34,
2025-01-21,7:00 PM,Ottawa Senators,0,New York Rangers,5,,17662,2:32,
2025-01-21,7:00 PM,Detroit Red Wings,1,Philadelphia Flyers,2,OT,17635,2:23,
2025-01-21,10:00 PM,Buffalo Sabres,3,Vancouver Canucks,2,,19064,2:23,
2025-01-22,9:30 PM,Winnipeg Jets,3,Colorado Avalanche,2,OT,18125,2:28,
2025-01-22,10:00 PM,Florida Panthers,1,Los Angeles Kings,2,,15090,2:26,
2025-01-22,7:00 PM,Boston Bruins,1,New Jersey Devils,5,,16025,2:26,
2025-01-22,7:30 PM,Columbus Blue Jackets,5,Toronto Maple Leafs,1,,18459,2:25,
2025-01-23,10:00 PM,Pittsburgh Penguins,1,Anaheim Ducks,5,,15330,2:30,
2025-01-23,7:00 PM,Ottawa Senators,0,Boston Bruins,2,,17850,2:27,
2025-01-23,7:00 PM,Columbus Blue Jackets,4,Carolina Hurricanes,7,,18700,2:29,
2025-01-23,9:00 PM,Buffalo Sabres,2,Calgary Flames,5,,17585,2:36,
2025-01-23,7:00 PM,Montreal Canadiens,2,Detroit Red Wings,4,,18825,2:30,
2025-01-23,9:00 PM,Vancouver Canucks,2,Edmonton Oilers,6,,18347,2:33,
2025-01-23,8:00 PM,Utah Hockey Club,4,Minnesota Wild,0,,18071,2:22,
2025-01-23,7:00 PM,Philadelphia Flyers,1,New York Rangers,6,,18006,2:31,
2025-01-23,10:00 PM,Washington Capitals,3,Seattle Kraken,0,,17151,2:28,
2025-01-23,10:30 PM,Nashville Predators,6,San Jose Sharks,5,,11292,2:44,
2025-01-23,8:00 PM,Vegas Golden Knights,4,St. Louis Blues,2,,17430,2:31,
2025-01-24,8:00 PM,Tampa Bay Lightning,4,Chicago Blackhawks,3,OT,18975,2:20,
2025-01-24,7:30 PM,Vegas Golden Knights,3,Dallas Stars,4,,18532,2:26,
2025-01-24,7:30 PM,Philadelphia Flyers,1,New York Islanders,3,,17255,2:26,
2025-01-24,8:00 PM,Utah Hockey Club,2,Winnipeg Jets,5,,13878,2:28,
2025-01-25,10:00 PM,Nashville Predators,2,Anaheim Ducks,5,,15748,2:31,
2025-01-25,1:00 PM,Colorado Avalanche,1,Boston Bruins,3,,17850,2:25,
2025-01-25,7:00 PM,Los Angeles Kings,2,Columbus Blue Jackets,3,OT,18919,2:32,
2025-01-25,7:00 PM,Tampa Bay Lightning,0,Detroit Red Wings,2,,19515,2:29,
2025-01-25,4:00 PM,Buffalo Sabres,2,Edmonton Oilers,3,,18347,2:30,
2025-01-25,7:00 PM,Calgary Flames,5,Minnesota Wild,4,,19212,2:34,
2025-01-25,7:00 PM,New Jersey Devils,4,Montreal Canadiens,3,OT,21105,2:47,
2025-01-25,7:30 PM,Carolina Hurricanes,2,New York Islanders,3,OT,17255,2:37,
2025-01-25,7:00 PM,Toronto Maple Leafs,1,Ottawa Senators,2,,18818,2:28,
2025-01-25,4:00 PM,Pittsburgh Penguins,1,Seattle Kraken,4,,17151,2:18,
2025-01-25,10:00 PM,Florida Panthers,7,San Jose Sharks,2,,17435,2:28,
2025-01-25,7:00 PM,Dallas Stars,2,St. Louis Blues,0,,17755,2:27,
2025-01-25,10:00 PM,Washington Capitals,1,Vancouver Canucks,2,,18876,2:24,
2025-01-26,7:00 PM,Minnesota Wild,4,Chicago Blackhawks,2,,18701,2:31,
2025-01-26,1:00 PM,Colorado Avalanche,5,New York Rangers,4,,18006,2:26,
2025-01-26,5:00 PM,Utah Hockey Club,1,Ottawa Senators,3,,16897,2:25,
2025-01-26,8:00 PM,Florida Panthers,1,Vegas Golden Knights,4,,17716,2:34,
2025-01-26,6:00 PM,Calgary Flames,2,Winnipeg Jets,5,,14491,2:30,
2025-01-27,7:00 PM,Los Angeles Kings,2,Detroit Red Wings,5,,17450,2:22,
2025-01-27,9:30 PM,Seattle Kraken,2,Edmonton Oilers,4,,18347,2:22,
2025-01-27,7:00 PM,New Jersey Devils,2,Philadelphia Flyers,4,,19380,2:22,
2025-01-27,10:30 PM,Pittsburgh Penguins,1,San Jose Sharks,2,,11625,2:33,
2025-01-27,7:30 PM,Vancouver Canucks,5,St. Louis Blues,2,,17445,2:30,
2025-01-28,7:00 PM,Boston Bruins,2,Buffalo Sabres,7,,15607,2:26,
2025-01-28,9:00 PM,Washington Capitals,3,Calgary Flames,1,,17455,2:31,
2025-01-28,7:00 PM,Winnipeg Jets,4,Montreal Canadiens,1,,21105,2:28,
2025-01-28,7:30 PM,Colorado Avalanche,2,New York Islanders,5,,15735,2:27,
2025-01-28,7:00 PM,Carolina Hurricanes,4,New York Rangers,0,,17629,2:25,
2025-01-28,10:00 PM,Anaheim Ducks,6,Seattle Kraken,4,,17151,2:28,
2025-01-28,7:00 PM,Chicago Blackhawks,4,Tampa Bay Lightning,1,,19092,2:34,
2025-01-28,10:00 PM,Dallas Stars,4,Vegas Golden Knights,3,OT,17811,2:39,
2025-01-29,7:00 PM,Los Angeles Kings,0,Florida Panthers,3,,19515,2:30,
2025-01-29,7:00 PM,Philadelphia Flyers,0,New Jersey Devils,5,,16026,2:34,
2025-01-29,9:00 PM,Vancouver Canucks,3,Nashville Predators,1,,17159,2:22,
2025-01-29,7:00 PM,Minnesota Wild,3,Toronto Maple Leafs,1,,18544,2:22,
2025-01-29,9:30 PM,Pittsburgh Penguins,3,Utah Hockey Club,2,OT,11131,2:38,
2025-01-30,7:00 PM,Winnipeg Jets,6,Boston Bruins,2,,17850,2:34,
2025-01-30,7:00 PM,Chicago Blackhawks,2,Carolina Hurricanes,3,,18896,2:22,
2025-01-30,9:00 PM,Anaheim Ducks,1,Calgary Flames,4,,17123,2:31,
2025-01-30,9:00 PM,Detroit Red Wings,3,Edmonton Oilers,2,SO,18347,2:46,
2025-01-30,7:00 PM,Minnesota Wild,4,Montreal Canadiens,0,,21105,2:16,
2025-01-30,7:00 PM,Washington Capitals,4,Ottawa Senators,5,OT,18792,2:35,
2025-01-30,7:30 PM,New York Islanders,3,Philadelphia Flyers,0,,18703,2:36,
2025-01-30,10:30 PM,San Jose Sharks,2,Seattle Kraken,6,,17151,2:27,
2025-01-30,7:00 PM,Los Angeles Kings,0,Tampa Bay Lightning,3,,19092,2:32,
2025-01-30,10:00 PM,Columbus Blue Jackets,2,Vegas Golden Knights,1,OT,17783,2:20,
2025-01-31,7:00 PM,Nashville Predators,3,Buffalo Sabres,4,,18347,2:26,
2025-01-31,9:00 PM,St. Louis Blues,0,Colorado Avalanche,5,,18073,2:25,
2025-01-31,8:00 PM,Vancouver Canucks,3,Dallas Stars,5,,18532,2:22,
2025-01-31,9:00 PM,Columbus Blue Jackets,3,Utah Hockey Club,2,OT,11131,2:29,
2025-02-01,3:30 PM,New York Rangers,3,Boston Bruins,6,,17850,2:31,
2025-02-01,7:00 PM,Los Angeles Kings,4,Carolina Hurricanes,2,,18977,2:31,
2025-02-01,10:00 PM,Detroit Red Wings,3,Calgary Flames,1,,17707,2:29,
2025-02-01,7:00 PM,Toronto Maple Leafs,4,Edmonton Oilers,3,,18347,2:28,
2025-02-01,1:00 PM,Chicago Blackhawks,1,Florida Panthers,5,,19457,2:35,
2025-02-01,7:00 PM,Minnesota Wild,0,Ottawa Senators,6,,18822,2:35,
2025-02-01,7:00 PM,Nashville Predators,0,Pittsburgh Penguins,3,,18272,2:20,
2025-02-01,7:00 PM,New York Islanders,3,Tampa Bay Lightning,2,OT,19092,2:35,
2025-02-01,7:00 PM,Winnipeg Jets,5,Washington Capitals,4,OT,18573,2:23,
2025-02-02,4:00 PM,Montreal Canadiens,2,Anaheim Ducks,3,,17174,2:28,
2025-02-02,1:00 PM,New Jersey Devils,3,Buffalo Sabres,4,,15710,2:24,
2025-02-02,3:00 PM,Philadelphia Flyers,0,Colorado Avalanche,2,,18076,2:23,
2025-02-02,6:00 PM,Columbus Blue Jackets,3,Dallas Stars,5,,18532,2:35,
2025-02-02,6:00 PM,New York Islanders,3,Florida Panthers,6,,19721,2:27,
2025-02-02,6:00 PM,Vegas Golden Knights,2,New York Rangers,4,,18006,2:36,
2025-02-02,9:00 PM,Calgary Flames,3,Seattle Kraken,2,,17151,2:45,
2025-02-02,7:00 PM,St. Louis Blues,2,Utah Hockey Club,1,,11131,2:29,
2025-02-02,8:00 PM,Detroit Red Wings,3,Vancouver Canucks,2,OT,18872,2:33,
2025-02-03,7:30 PM,Ottawa Senators,5,Nashville Predators,2,,17159,2:39,
2025-02-04,10:30 PM,Dallas Stars,1,Anaheim Ducks,2,,16714,2:28,
2025-02-04,7:00 PM,Minnesota Wild,0,Boston Bruins,3,,17850,2:29,
2025-02-04,7:00 PM,Columbus Blue Jackets,2,Buffalo Sabres,3,,14198,2:21,
2025-02-04,9:00 PM,Toronto Maple Leafs,6,Calgary Flames,3,,18769,2:48,
2025-02-04,7:30 PM,Vegas Golden Knights,1,New York Islanders,2,,16031,2:26,
2025-02-04,7:00 PM,New Jersey Devils,3,Pittsburgh Penguins,2,SO,15916,2:44,
2025-02-04,10:00 PM,Detroit Red Wings,5,Seattle Kraken,4,SO,17151,2:41,
2025-02-04,10:30 PM,Montreal Canadiens,4,San Jose Sharks,3,,11215,2:31,
2025-02-04,8:00 PM,Edmonton Oilers,3,St. Louis Blues,2,OT,17485,2:24,
2025-02-04,7:00 PM,Ottawa Senators,3,Tampa Bay Lightning,4,,19092,2:30,
2025-02-04,9:00 PM,Philadelphia Flyers,2,Utah Hockey Club,3,OT,11131,2:48,
2025-02-04,10:00 PM,Colorado Avalanche,0,Vancouver Canucks,3,,18924,2:34,
2025-02-04,8:00 PM,Carolina Hurricanes,0,Winnipeg Jets,3,,13802,2:32,
2025-02-04,7:00 PM,Florida Panthers,3,Washington Capitals,6,,18573,2:27,
2025-02-05,9:30 PM,Edmonton Oilers,4,Chicago Blackhawks,3,OT,17103,2:24,
2025-02-05,10:30 PM,Montreal Canadiens,3,Los Angeles Kings,6,,15584,2:32,
2025-02-05,7:00 PM,Boston Bruins,2,New York Rangers,3,,18006,2:32,
2025-02-06,7:00 PM,Utah Hockey Club,3,Columbus Blue Jackets,2,OT,18553,2:36,
2025-02-06,9:00 PM,Colorado Avalanche,4,Calgary Flames,2,,17345,2:35,
2025-02-06,7:30 PM,Carolina Hurricanes,1,Minnesota Wild,2,,18273,2:26,
2025-02-06,7:00 PM,Vegas Golden Knights,3,New Jersey Devils,1,,16514,2:26,
2025-02-06,7:00 PM,Washington Capitals,4,Philadelphia Flyers,3,,18726,2:32,
2025-02-06,10:00 PM,Toronto Maple Leafs,3,Seattle Kraken,1,,17151,2:36,
2025-02-06,10:30 PM,Vancouver Canucks,2,San Jose Sharks,1,OT,11509,2:30,
2025-02-06,8:00 PM,Florida Panthers,3,St. Louis Blues,2,,17230,2:33,
2025-02-06,7:00 PM,Ottawa Senators,1,Tampa Bay Lightning,5,,19092,2:32,
2025-02-07,8:30 PM,Nashville Predators,2,Chicago Blackhawks,6,,19347,2:21,
2025-02-07,9:00 PM,Colorado Avalanche,5,Edmonton Oilers,4,,18347,2:30,
2025-02-07,10:30 PM,Dallas Stars,4,Los Angeles Kings,5,SO,18145,2:41,
2025-02-07,7:00 PM,Pittsburgh Penguins,3,New York Rangers,2,,18006,2:21,
2025-02-07,8:00 PM,New York Islanders,3,Winnipeg Jets,4,,14685,2:20,
2025-02-08,3:30 PM,Vegas Golden Knights,4,Boston Bruins,3,,17850,2:41,
2025-02-08,1:00 PM,Utah Hockey Club,3,Carolina Hurricanes,7,,19005,2:36,
2025-02-08,7:00 PM,New York Rangers,4,Columbus Blue Jackets,3,,18755,2:23,
2025-02-08,10:00 PM,Seattle Kraken,3,Calgary Flames,2,OT,17795,2:30,
2025-02-08,1:00 PM,Tampa Bay Lightning,6,Detroit Red Wings,3,,19515,2:28,
2025-02-08,7:00 PM,Ottawa Senators,1,Florida Panthers,5,,19660,2:26,
2025-02-08,10:30 PM,Anaheim Ducks,2,Los Angeles Kings,1,SO,18145,2:37,
2025-02-08,8:00 PM,New York Islanders,3,Minnesota Wild,6,,18539,2:23,
2025-02-08,1:00 PM,New Jersey Devils,4,Montreal Canadiens,0,,21105,2:30,
2025-02-08,8:00 PM,Buffalo Sabres,4,Nashville Predators,6,,17159,2:35,
2025-02-08,7:00 PM,Pittsburgh Penguins,2,Philadelphia Flyers,3,,19280,2:30,
2025-02-08,10:00 PM,Dallas Stars,8,San Jose Sharks,3,,17435,2:25,
2025-02-08,7:00 PM,Chicago Blackhawks,5,St. Louis Blues,6,SO,18096,2:45,
2025-02-08,7:00 PM,Toronto Maple Leafs,1,Vancouver Canucks,2,,19022,2:19,
2025-02-09,1:00 PM,Tampa Bay Lightning,5,Montreal Canadiens,3,,21105,2:37,
2025-02-09,12:30 PM,Utah Hockey Club,5,Washington Capitals,4,SO,18573,2:40,
2025-02-22,7:00 PM,Anaheim Ducks,3,Boston Bruins,2,OT,17850,2:38,
2025-02-22,5:30 PM,New York Rangers,2,Buffalo Sabres,8,,19070,2:31,
2025-02-22,7:00 PM,Chicago Blackhawks,1,Columbus Blue Jackets,5,,18809,2:14,
2025-02-22,12:30 PM,Minnesota Wild,4,Detroit Red Wings,3,OT,19515,2:41,
2025-02-22,6:00 PM,Seattle Kraken,2,Florida Panthers,1,,19628,2:29,
